-0.015030021896529357,0.04951629269632489,0.0;
0.02600346377154366,0.09320215760923473,0.01;
0.06546833395640532,0.1331164025604444,0.02;
0.10486644642979766,0.17222841055611082,0.03;
0.14391360407717957,0.21132706700948337,0.04;
0.18245492900794225,0.24987144372134185,0.05;
0.22155282251604094,0.2889880293886519,0.06;
0.26119126275072285,0.3290849997329692,0.07;
0.3004001647961792,0.36768774175828356,0.08;
0.3401011665433238,0.4081226968589543,0.09;
0.3087559414363207,0.44614293016761913,0.1;
0.36053093361613164,0.48647336176576045,0.11;
0.45560650334551517,0.5253389384379457,0.12;
0.4953158974906732,0.5634732320650641,0.13;
0.5347403315760161,0.602884314608113,0.14;
0.5745386088455874,0.6424312014099226,0.15;
0.6126919761045541,0.6817770521320504,0.16;
0.6513202767965451,0.7211679166253403,0.17;
0.6902377337473582,0.7596749090187761,0.18;
0.7284879950561144,0.7984813574322314,0.19;
0.7690629506145524,0.8384837225625803,0.2;
0.808940574192613,0.8774374194139054,0.21;
0.8472987922576316,0.9163296991706789,0.22;
0.8862707997955307,0.9552971290369343,0.23;
0.9236371890044324,0.9953231454707754,0.24;
0.9646145981948716,1.0344984779241784,0.25;
1.0042847006584217,1.0737630749746323,0.26;
1.0428214479175408,1.1131283808012449,0.27;
1.0821974349779893,1.1522285631451654,0.28;
1.1206151627743746,1.1904830206529287,0.29;
1.1590302202623006,1.229603421046608,0.3;
1.1344435458644548,1.2704274782369864,0.31;
1.2384505344431644,1.309038231187677,0.32;
1.2774587818815757,0.11954513202767966,0.33;
1.3163018516681797,1.3873496044128755,0.34;
1.355296747564297,1.4265325663190176,0.35;
1.392844336275759,1.465142174851798,0.36;
1.4340811468593362,1.5042087876036652,0.37;
1.4734117386759846,1.545023307978118,0.38;
1.5122300127411858,1.5844256166505182,0.39;
1.550505832716619,1.6225637250040057,0.4;
1.589653317667524,1.661547176721014,0.41;
1.6298620594944726,1.7005569500499729,0.42;
1.667774717519512,1.7397147347620758,0.43;
1.7072586613362224,1.7785669598919671,0.44;
1.7469360117798747,1.8190862204454075,0.45;
1.7860400088501656,1.8582142502918269,0.46;
1.8238778982383597,1.897231271600888,0.47;
1.863638409716871,1.9361208810492025,0.48;
1.9030895468868019,1.9752470035324365,0.49;
1.9428111481563435,2.0135518154282788,0.5;
