-0.01808180299227136,0.05016670354235491,0.0;
0.024923896208924927,0.09352488346010945,0.1;
0.0674344439273371,0.13575085259134367,0.2;
0.10967109429240642,0.17887671567318478,0.3;
0.15197869856795174,0.22113625439647216,0.4;
0.19479289850539022,0.2642350329210885,0.5;
0.2371432277162758,0.30715032310732354,0.6;
0.2797590618824911,0.34997253397013833,0.7;
0.3223604000885016,0.3925879866637165,0.8;
0.3646485492595615,0.4355433314768332,0.9;
0.40705991409236225,0.4784986762899498,1.0;
0.4494243577908154,0.5211179437098976,1.1;
0.4921904921759963,0.5639058220353853,1.2;
0.5345225107003075,0.6066017654553639,1.3;
0.5769968185182076,0.6495956390048141,1.4;
0.619316248445499,0.6922931083153405,1.5;
0.6619591671689388,0.7351198968497988,1.6;
0.7047012687779903,0.7778551319513852,1.7;
0.7469558483569974,0.8207421931624848,1.8;
0.7893050331499721,0.863718900443271,1.9;
0.8320097504406011,0.906188249116891,2.0;
0.874247926696218,0.9490611958404223,2.1;
0.9168221803450042,0.9920710912406255,2.2;
0.9594048263918027,1.034826162919334,2.3;
1.0017494335131338,1.077343195672574,2.4;
1.0442794363360317,1.1205560345156442,2.5;
1.087075707059533,1.162909415507626,2.6;
1.1292398776235786,1.2060326082810078,2.7;
1.1717649213021952,1.248666371661161,2.8;
1.2145531811003196,1.2916404086334887,2.9;
1.2568703221917894,1.334359240411685,3.0;
1.2990234300493628,1.3767397059608912,3.1;
1.3419936522953202,1.420272981819014,3.2;
1.384195207177789,1.462921241159371,3.3;
1.4266439563290125,1.505675549892806,3.4;
1.4694264940375825,0.9686204423556695,3.5;
1.511727231805663,1.5913390452502845,3.6;
1.5541122750265117,1.6343054527698726,3.7;
1.596733449809645,1.6769781263589962,3.8;
0.4415488552006164,1.719647748167024,3.9;
1.6819681699231714,1.7625592236268885,4.0;
1.7240369723279747,1.8051731504299198,4.1;
1.7667058311907287,1.8478717641583569,4.2;
1.8092217195260583,0.17962325762373074,4.3;
1.8518608235231289,1.9339483943816709,4.4;
1.8942691365748336,1.9765943648862074,4.5;
1.9367766325121494,2.0194360308535066,4.6;
1.9790926291857083,2.062170503009819,4.7;
2.0216726049240497,2.105281488658819,4.8;
2.06445628705053,2.147909911422054,4.9;
2.106787542629568,2.190460895239984,5.0;
